Temperature (°C),pH,Dissolved O2 (mg/L),BOD (mg/L),Conductivity (µS/cm),Salinity (ppt),Nitrate-N Concentration (mg/L),Bioremediating Organism
24.69,7.06,13.15,3.46,752.62,2.47,21.01,Acinetobacter baumannii
29.6,8.53,9.17,7.11,581.19,0.77,5.17,Alcaligenes eutrophus
20.18,8.34,5.86,13.48,699.23,0.93,10.69,Alcaligenes eutrophus
23.62,8.93,9.79,7.51,345.28,0.18,9.21,Alcaligenes eutrophus
20.18,7.4,11.71,1.34,240.31,3.85,13.99,Pseudomonas putida
24.79,7.83,8.36,8.04,564.1,0.62,5.43,Alcaligenes eutrophus
27.12,6.51,9.36,6.0,459.07,4.11,19.63,Ideonella sakaiensis
23.75,7.9,10.7,3.51,321.13,0.24,1.86,Alcaligenes eutrophus
26.23,6.81,12.55,4.74,257.19,4.66,6.44,Ideonella sakaiensis
23.35,7.34,7.83,3.09,115.05,3.79,14.08,Pseudomonas putida
23.95,8.6,10.56,6.64,363.0,0.03,8.92,Alcaligenes eutrophus
24.88,7.42,13.27,3.89,465.81,2.19,27.24,Acinetobacter baumannii
29.53,7.24,9.07,9.6,653.21,0.7,7.66,Alcaligenes eutrophus
27.79,7.27,11.22,5.02,338.56,0.78,8.95,Alcaligenes eutrophus
24.87,6.56,7.47,1.65,179.68,3.9,12.38,Pseudomonas putida
20.95,6.93,13.54,4.64,476.52,1.44,23.25,Acinetobacter baumannii
21.18,8.86,10.0,11.82,236.35,0.85,14.95,Alcaligenes eutrophus
25.92,7.25,11.46,12.7,580.07,0.76,12.66,Alcaligenes eutrophus
27.09,7.46,10.62,7.55,841.95,1.85,39.22,Acinetobacter baumannii
21.95,7.25,7.42,4.99,389.37,3.6,14.12,Pseudomonas putida
28.3,7.01,5.86,11.04,643.2,0.19,10.89,Alcaligenes eutrophus
24.8,6.85,13.24,8.63,395.77,4.57,11.56,Ideonella sakaiensis
21.94,7.03,8.0,3.5,933.67,2.25,22.94,Acinetobacter baumannii
24.62,7.08,10.73,2.59,350.05,4.29,6.87,Ideonella sakaiensis
25.85,7.25,5.09,10.46,206.19,0.75,14.5,Alcaligenes eutrophus
29.64,8.05,9.61,10.57,523.24,1.59,24.95,Pseudomonas aeruginosa
22.2,6.96,8.36,3.08,155.86,3.54,14.74,Pseudomonas putida
23.89,8.53,10.67,4.95,503.66,0.1,7.41,Alcaligenes eutrophus
29.27,8.35,11.18,7.38,332.59,0.15,3.39,Alcaligenes eutrophus
27.46,7.35,13.52,4.63,903.97,1.34,20.83,Acinetobacter baumannii
22.32,8.99,5.03,10.95,393.0,0.23,11.95,Alcaligenes eutrophus
23.17,7.18,7.6,7.63,160.08,2.77,12.01,Bacillus cereus
22.82,7.19,13.94,5.95,504.25,4.91,11.93,Ideonella sakaiensis
24.79,6.57,10.06,1.89,243.07,3.55,13.4,Pseudomonas putida
23.82,7.27,8.21,1.08,484.62,0.97,3.67,Alcaligenes eutrophus
22.6,7.21,11.47,2.51,269.5,3.89,13.83,Pseudomonas putida
23.59,6.3,7.06,2.69,188.4,3.95,14.5,Pseudomonas putida
24.68,6.84,7.35,3.91,274.7,3.85,13.44,Pseudomonas putida
21.48,6.25,11.53,4.51,272.68,3.66,13.73,Pseudomonas putida
25.47,7.2,9.97,4.38,775.58,0.87,24.95,Acinetobacter baumannii
20.24,8.04,10.98,2.08,497.64,0.84,5.85,Alcaligenes eutrophus
24.69,6.61,6.61,8.46,339.29,2.93,13.71,Bacillus cereus
26.31,8.96,5.77,2.51,452.24,0.59,9.48,Alcaligenes eutrophus
20.21,6.51,12.06,5.08,284.39,4.8,7.9,Ideonella sakaiensis
22.88,6.36,7.17,3.22,173.65,3.93,14.06,Pseudomonas putida
20.92,9.0,8.81,7.68,645.1,0.79,1.15,Alcaligenes eutrophus
20.66,7.25,10.81,5.8,265.02,2.83,19.32,Bacillus cereus
23.13,6.91,8.8,1.19,301.25,3.57,13.43,Pseudomonas putida
22.78,6.98,9.53,2.36,234.8,4.84,17.2,Ideonella sakaiensis
28.81,7.39,7.37,8.49,780.2,0.95,18.35,Pseudomonas aeruginosa
29.69,7.47,8.28,3.96,328.71,4.99,17.06,Ideonella sakaiensis
22.62,6.52,6.99,4.68,426.05,2.88,6.17,Bacillus cereus
26.2,8.76,8.06,11.56,546.58,1.93,23.04,Pseudomonas aeruginosa
22.41,7.77,6.87,3.78,351.72,2.72,21.45,Bacillus cereus
26.89,8.73,6.57,2.78,674.08,0.2,7.29,Alcaligenes eutrophus
25.76,7.4,10.06,2.85,827.47,0.76,22.97,Acinetobacter baumannii
24.59,7.18,8.23,5.65,295.01,2.23,17.37,Bacillus cereus
20.76,7.22,9.49,3.66,300.41,3.88,14.52,Pseudomonas putida
26.26,7.5,13.41,9.77,277.78,4.25,3.63,Ideonella sakaiensis
21.53,7.28,8.43,2.41,344.16,3.51,14.81,Pseudomonas putida
20.66,7.76,7.4,8.31,408.54,2.97,9.21,Bacillus cereus
24.87,7.13,10.55,9.63,551.05,4.72,13.33,Ideonella sakaiensis
28.16,8.63,11.5,13.95,377.65,0.28,11.94,Alcaligenes eutrophus
29.94,7.1,9.84,3.17,386.11,4.25,9.03,Ideonella sakaiensis
24.13,6.24,9.83,1.04,235.9,3.98,12.24,Pseudomonas putida
22.6,7.06,7.32,6.45,276.02,2.74,17.81,Bacillus cereus
27.39,8.97,8.83,10.0,305.69,1.21,28.96,Pseudomonas aeruginosa
25.72,7.98,7.06,11.67,630.5,0.25,27.97,Pseudomonas aeruginosa
24.62,6.98,9.94,6.11,522.72,2.49,22.16,Acinetobacter baumannii
22.52,6.95,11.28,2.66,521.01,1.49,34.12,Acinetobacter baumannii
24.81,7.29,8.64,8.47,165.81,2.5,10.17,Bacillus cereus
23.57,7.98,7.15,8.88,176.87,2.33,15.54,Bacillus cereus
21.58,8.59,6.8,6.3,398.68,0.3,5.5,Alcaligenes eutrophus
20.05,7.18,8.55,7.21,208.82,4.25,11.0,Ideonella sakaiensis
27.76,7.35,11.62,6.23,633.69,0.39,9.82,Alcaligenes eutrophus
26.72,7.4,9.94,6.91,803.23,0.04,17.8,Acinetobacter baumannii
20.64,6.67,10.89,2.79,597.6,0.79,31.25,Acinetobacter baumannii
26.96,7.27,8.09,6.68,726.71,1.91,35.89,Acinetobacter baumannii
20.71,7.34,8.75,7.53,820.18,0.42,37.18,Acinetobacter baumannii
21.36,6.96,8.25,7.13,309.7,4.29,19.92,Ideonella sakaiensis
29.61,7.25,8.92,4.27,665.21,0.44,9.02,Alcaligenes eutrophus
26.12,7.06,8.68,12.17,528.39,0.98,17.4,Pseudomonas aeruginosa
28.56,8.16,9.04,14.65,649.55,0.35,10.57,Alcaligenes eutrophus
24.43,8.75,6.17,8.74,399.36,0.11,5.87,Alcaligenes eutrophus
25.37,7.56,6.39,3.88,141.83,0.74,8.26,Alcaligenes eutrophus
29.75,7.1,5.97,13.57,701.41,0.83,28.05,Pseudomonas aeruginosa
20.25,6.86,8.73,3.07,721.85,1.21,30.52,Acinetobacter baumannii
23.66,7.23,11.99,8.24,572.57,4.03,14.12,Ideonella sakaiensis
25.88,8.03,5.44,9.06,435.17,1.22,27.52,Pseudomonas aeruginosa
29.6,8.53,8.87,10.91,385.6,1.23,17.75,Pseudomonas aeruginosa
22.63,6.66,11.88,5.79,610.63,0.21,15.18,Acinetobacter baumannii
23.2,6.69,10.74,6.62,540.04,4.26,5.0,Ideonella sakaiensis
21.5,7.44,8.7,6.57,470.69,4.86,16.75,Ideonella sakaiensis
22.16,6.27,7.23,2.02,191.74,3.85,14.06,Pseudomonas putida
24.68,6.92,10.54,4.93,429.37,2.78,8.56,Bacillus cereus
21.02,7.94,8.33,8.35,381.75,2.3,18.9,Bacillus cereus
23.74,6.67,7.59,5.39,372.51,2.13,23.55,Bacillus cereus
29.09,7.04,8.32,12.59,539.25,1.69,20.46,Pseudomonas aeruginosa
25.37,8.38,5.03,13.54,335.2,1.37,23.58,Pseudomonas aeruginosa
24.2,7.21,13.62,7.25,595.55,4.37,16.09,Ideonella sakaiensis
22.86,7.93,11.52,8.58,524.98,0.01,5.9,Alcaligenes eutrophus
27.17,6.95,11.66,9.85,442.18,4.49,5.69,Ideonella sakaiensis
20.08,6.43,8.08,2.16,371.72,3.65,13.64,Pseudomonas putida
25.63,6.71,9.72,5.49,632.08,2.23,24.89,Acinetobacter baumannii
25.76,7.23,5.95,5.99,598.07,1.8,26.73,Pseudomonas aeruginosa
24.67,6.65,7.41,4.43,365.3,3.61,14.01,Pseudomonas putida
27.04,8.98,6.44,11.6,233.31,0.5,10.39,Alcaligenes eutrophus
24.61,7.42,6.73,9.55,321.03,2.04,19.38,Bacillus cereus
21.25,7.0,9.76,5.5,360.95,2.53,12.96,Bacillus cereus
26.87,7.38,5.94,12.7,563.21,0.89,15.0,Alcaligenes eutrophus
21.97,6.52,10.18,3.98,316.98,3.84,12.75,Pseudomonas putida
28.3,7.6,7.14,3.74,667.99,0.99,2.59,Alcaligenes eutrophus
27.02,6.85,10.55,5.1,420.21,4.87,4.97,Ideonella sakaiensis
21.94,6.51,11.57,3.66,142.24,3.58,12.41,Pseudomonas putida
22.28,7.86,7.56,6.61,205.6,2.32,19.03,Bacillus cereus
23.7,6.05,7.86,1.46,368.81,3.78,13.83,Pseudomonas putida
28.45,7.53,5.36,2.52,390.33,0.56,2.61,Alcaligenes eutrophus
21.62,7.37,8.39,5.36,150.5,0.19,7.69,Alcaligenes eutrophus
20.58,7.41,9.71,3.8,415.42,1.39,15.63,Acinetobacter baumannii
26.53,6.95,12.24,2.62,676.57,0.42,37.54,Acinetobacter baumannii
23.94,6.75,11.29,5.45,242.15,4.04,6.49,Ideonella sakaiensis
23.1,7.77,8.76,5.64,294.54,2.51,8.88,Bacillus cereus
21.48,6.95,8.77,6.49,708.75,1.13,17.57,Acinetobacter baumannii
29.28,6.63,10.03,6.82,370.8,4.72,2.34,Ideonella sakaiensis
23.66,6.5,11.68,2.03,262.33,3.91,14.47,Pseudomonas putida
28.38,7.45,8.95,4.06,718.84,0.56,15.43,Pseudomonas aeruginosa
29.98,7.42,13.43,8.38,233.69,4.56,16.49,Ideonella sakaiensis
27.09,7.47,8.39,3.1,957.28,1.12,32.73,Acinetobacter baumannii
24.62,7.1,9.95,4.46,437.76,4.88,12.75,Ideonella sakaiensis
25.33,7.25,8.2,6.85,766.01,2.5,31.69,Acinetobacter baumannii
27.54,7.39,9.54,3.69,880.95,1.3,32.33,Acinetobacter baumannii
21.74,7.04,12.16,5.66,476.52,4.53,14.91,Ideonella sakaiensis
26.65,8.15,11.95,11.38,141.93,0.8,11.45,Alcaligenes eutrophus
27.93,7.26,6.73,6.08,159.4,0.11,5.64,Alcaligenes eutrophus
24.99,7.33,10.83,5.27,377.46,4.93,18.81,Ideonella sakaiensis
28.1,8.14,8.46,10.8,463.36,0.93,13.55,Alcaligenes eutrophus
20.12,7.01,8.78,7.85,416.74,2.44,12.63,Bacillus cereus
22.51,7.11,8.31,7.8,551.51,4.8,3.08,Ideonella sakaiensis
20.36,7.2,11.84,7.44,468.6,0.62,34.91,Acinetobacter baumannii
25.76,7.8,6.88,4.24,476.42,0.31,29.92,Pseudomonas aeruginosa
24.49,7.16,8.55,3.02,180.24,3.52,14.43,Pseudomonas putida
24.67,6.85,9.4,7.3,412.57,0.1,27.4,Acinetobacter baumannii
23.51,7.24,10.3,4.23,128.57,0.09,4.57,Alcaligenes eutrophus
23.77,7.91,8.54,5.82,358.18,2.2,12.75,Bacillus cereus
20.47,6.84,8.53,3.06,310.89,3.95,14.25,Pseudomonas putida
20.78,8.75,11.8,3.83,477.3,0.86,8.25,Alcaligenes eutrophus
24.82,8.81,10.5,2.19,672.59,0.59,6.68,Alcaligenes eutrophus
21.32,6.73,8.23,6.23,489.15,4.26,0.72,Ideonella sakaiensis
27.83,8.65,7.81,14.99,330.89,1.44,23.47,Pseudomonas aeruginosa
23.57,6.57,10.31,6.21,418.05,2.84,6.87,Bacillus cereus
27.63,8.08,9.68,8.52,630.01,1.27,13.27,Pseudomonas aeruginosa
20.73,6.25,7.06,4.16,321.68,3.53,12.3,Pseudomonas putida
20.5,6.34,9.77,4.46,381.61,3.86,14.61,Pseudomonas putida
28.19,7.07,11.92,6.34,388.75,4.98,17.03,Ideonella sakaiensis
20.08,7.65,6.97,7.98,497.88,0.4,5.92,Alcaligenes eutrophus
20.23,6.18,7.78,1.65,150.94,3.57,12.82,Pseudomonas putida
24.7,7.41,8.52,2.5,493.49,4.77,6.65,Ideonella sakaiensis
20.21,7.49,11.81,6.84,580.75,4.28,19.36,Ideonella sakaiensis
20.46,6.76,11.93,3.65,599.46,1.45,17.84,Acinetobacter baumannii
27.96,6.9,9.86,6.62,815.24,0.9,35.64,Acinetobacter baumannii
24.08,6.65,10.39,9.02,325.37,2.62,21.42,Bacillus cereus
24.62,7.29,9.39,6.21,215.46,2.37,24.84,Bacillus cereus
22.3,7.9,11.41,5.4,127.64,0.57,8.55,Alcaligenes eutrophus
23.77,6.97,10.76,2.4,398.61,3.65,14.97,Pseudomonas putida
20.73,6.95,9.17,8.3,225.81,2.66,15.82,Bacillus cereus
24.1,6.62,8.85,4.1,512.67,4.83,12.64,Ideonella sakaiensis
24.62,6.51,10.02,7.33,233.81,4.13,16.91,Ideonella sakaiensis
26.45,7.1,7.85,13.73,500.29,1.97,28.51,Pseudomonas aeruginosa
21.55,7.97,6.37,7.88,241.79,2.02,17.33,Bacillus cereus
28.18,8.32,11.21,5.98,508.83,0.75,3.43,Alcaligenes eutrophus
27.45,6.61,9.52,2.98,599.43,4.69,9.49,Ideonella sakaiensis
26.35,7.29,5.27,2.52,194.76,0.87,3.15,Alcaligenes eutrophus
26.74,8.1,5.75,9.69,753.63,0.31,29.2,Pseudomonas aeruginosa
26.45,7.26,8.42,5.94,738.05,0.89,33.59,Acinetobacter baumannii
28.04,8.87,7.83,9.96,386.37,0.3,26.92,Pseudomonas aeruginosa
21.31,8.2,10.97,11.38,632.9,0.54,10.11,Alcaligenes eutrophus
28.54,7.7,7.56,6.85,673.62,1.4,18.17,Pseudomonas aeruginosa
24.02,8.99,7.45,14.53,254.51,0.35,11.78,Alcaligenes eutrophus
22.48,7.19,10.46,2.38,903.18,0.84,37.17,Acinetobacter baumannii
23.95,7.11,7.79,8.52,204.8,2.01,21.93,Bacillus cereus
20.31,6.74,11.81,4.09,206.58,3.59,13.76,Pseudomonas putida
24.55,7.16,11.32,6.77,421.61,4.31,17.74,Ideonella sakaiensis
29.66,7.99,11.24,4.02,162.08,0.36,8.42,Alcaligenes eutrophus
21.62,6.88,9.79,5.23,268.55,2.8,18.77,Bacillus cereus
24.84,6.86,10.32,3.29,309.96,3.83,14.82,Pseudomonas putida
27.55,7.18,5.62,8.7,283.77,0.69,9.36,Alcaligenes eutrophus
25.86,8.73,8.54,14.09,456.2,1.05,15.98,Pseudomonas aeruginosa
24.68,7.27,7.55,3.37,346.18,3.51,14.34,Pseudomonas putida
24.65,6.22,11.22,2.03,221.91,3.66,13.79,Pseudomonas putida
24.28,6.42,9.32,3.87,246.39,3.94,12.85,Pseudomonas putida
29.96,8.99,9.23,14.39,420.08,1.53,25.49,Pseudomonas aeruginosa
26.76,6.92,12.6,3.54,506.05,4.53,1.4,Ideonella sakaiensis
26.62,8.24,5.57,13.67,340.86,0.91,14.68,Alcaligenes eutrophus
21.48,6.39,8.01,1.25,355.48,3.96,13.96,Pseudomonas putida
23.91,7.03,10.08,4.4,555.69,4.35,4.99,Ideonella sakaiensis
29.0,6.97,10.0,3.89,224.88,4.13,11.59,Ideonella sakaiensis
22.65,6.9,10.52,3.86,325.1,3.58,14.06,Pseudomonas putida
23.85,6.04,7.06,3.17,117.97,3.91,12.23,Pseudomonas putida
23.95,6.7,7.52,5.94,170.8,2.18,14.41,Bacillus cereus
28.61,7.71,6.16,4.63,422.25,1.86,29.07,Pseudomonas aeruginosa
21.13,6.47,7.49,4.19,138.2,3.95,13.39,Pseudomonas putida
20.62,6.96,6.5,7.04,224.23,2.35,7.11,Bacillus cereus
21.55,7.31,7.29,8.06,197.0,2.65,16.73,Bacillus cereus
22.93,6.76,10.46,6.65,663.13,0.61,34.93,Acinetobacter baumannii
22.89,7.42,9.39,9.41,485.28,2.07,23.08,Bacillus cereus
23.61,6.05,10.69,3.85,279.23,3.74,12.7,Pseudomonas putida
28.21,7.92,10.85,4.45,504.77,0.7,8.33,Alcaligenes eutrophus
20.32,6.08,9.78,3.67,374.1,3.73,13.41,Pseudomonas putida
24.12,7.76,9.29,3.39,194.69,2.28,11.73,Bacillus cereus
23.17,7.27,8.29,8.82,263.32,2.41,8.57,Bacillus cereus
22.61,7.74,8.73,5.45,294.25,2.34,23.82,Bacillus cereus
21.13,6.64,10.94,2.26,337.82,3.81,13.44,Pseudomonas putida
28.33,7.13,9.47,7.35,394.13,0.16,11.96,Pseudomonas aeruginosa
24.17,6.5,9.21,1.76,246.42,3.88,12.47,Pseudomonas putida
23.31,6.78,8.74,2.75,292.74,4.0,14.98,Pseudomonas putida
24.85,7.26,7.41,1.4,149.39,3.88,14.25,Pseudomonas putida
27.65,7.1,10.74,6.45,762.83,1.31,29.94,Acinetobacter baumannii
22.63,7.13,5.56,8.5,353.78,0.11,5.88,Alcaligenes eutrophus
25.65,6.8,13.57,3.59,438.57,1.18,30.03,Acinetobacter baumannii
25.44,7.21,13.35,5.34,499.85,0.37,20.15,Acinetobacter baumannii
23.05,7.49,9.3,3.68,196.27,3.57,13.57,Pseudomonas putida
24.95,6.54,8.75,4.92,287.65,4.79,19.76,Ideonella sakaiensis
28.58,7.02,5.78,4.34,519.47,0.61,23.48,Pseudomonas aeruginosa
26.21,7.83,7.64,5.09,508.1,1.66,14.91,Pseudomonas aeruginosa
29.11,8.89,9.44,7.95,757.63,0.74,28.34,Pseudomonas aeruginosa
24.73,7.41,11.14,4.94,299.65,4.44,5.93,Ideonella sakaiensis
24.81,8.16,8.98,4.79,604.82,0.3,7.03,Alcaligenes eutrophus
28.92,7.17,8.5,12.45,458.42,1.12,17.4,Pseudomonas aeruginosa
24.66,7.34,12.01,6.36,530.68,1.35,34.34,Acinetobacter baumannii
26.49,7.86,6.02,9.54,417.38,0.76,21.83,Pseudomonas aeruginosa
20.2,6.67,11.61,3.04,317.38,4.12,4.75,Ideonella sakaiensis
20.44,7.37,10.97,4.03,288.11,2.93,21.57,Bacillus cereus
22.74,6.75,10.56,2.37,105.68,3.74,12.87,Pseudomonas putida
21.71,7.49,11.41,3.19,367.35,4.79,15.71,Ideonella sakaiensis
20.48,7.23,12.58,9.04,532.17,4.48,0.24,Ideonella sakaiensis
21.45,6.84,9.68,1.49,228.33,3.51,14.28,Pseudomonas putida
24.45,6.97,10.88,7.26,380.73,2.83,15.92,Bacillus cereus
23.32,7.41,8.44,5.02,256.0,2.99,22.92,Bacillus cereus
29.99,7.59,10.2,14.19,530.48,0.85,10.29,Alcaligenes eutrophus
21.34,6.52,9.64,4.56,533.8,4.02,2.12,Ideonella sakaiensis
22.11,6.62,11.34,4.41,372.02,4.61,10.42,Ideonella sakaiensis
28.93,8.62,8.86,9.63,467.11,1.96,13.1,Pseudomonas aeruginosa
23.83,6.23,9.53,1.52,395.78,3.63,12.11,Pseudomonas putida
24.36,6.12,11.04,3.86,398.39,3.87,14.19,Pseudomonas putida
27.21,8.96,6.84,13.46,662.11,0.17,12.18,Alcaligenes eutrophus
22.22,7.26,12.52,3.66,540.83,4.78,18.22,Ideonella sakaiensis
29.93,8.85,5.19,12.08,723.35,0.56,18.16,Pseudomonas aeruginosa
24.92,7.1,6.08,9.57,317.31,2.15,6.5,Bacillus cereus
29.03,8.77,8.67,9.3,513.77,0.92,21.35,Pseudomonas aeruginosa
23.49,6.96,10.52,4.29,672.66,1.1,21.91,Acinetobacter baumannii
29.22,6.62,9.71,5.93,393.43,4.35,7.55,Ideonella sakaiensis
21.85,6.65,11.09,1.2,296.55,3.61,14.27,Pseudomonas putida
22.43,8.44,9.25,9.14,415.13,0.72,9.15,Alcaligenes eutrophus
26.05,6.99,9.94,7.73,777.89,0.03,17.38,Acinetobacter baumannii
21.46,6.31,10.97,1.49,325.16,3.78,13.5,Pseudomonas putida
24.08,6.86,11.88,8.41,381.56,4.73,12.46,Ideonella sakaiensis
21.95,7.01,7.26,1.92,331.39,0.95,5.19,Alcaligenes eutrophus
23.11,6.67,7.06,5.34,434.31,2.05,17.85,Bacillus cereus
26.69,7.68,5.73,13.82,299.63,0.21,10.05,Alcaligenes eutrophus
26.8,6.61,9.67,8.75,259.62,4.9,12.5,Ideonella sakaiensis
21.93,6.99,7.02,9.44,294.59,2.2,8.16,Bacillus cereus
20.23,6.99,8.16,2.61,355.78,3.54,14.17,Pseudomonas putida
20.03,6.87,8.69,6.43,914.69,2.3,19.23,Acinetobacter baumannii
23.59,7.52,8.52,8.46,285.86,2.52,12.32,Bacillus cereus
21.4,6.33,7.77,1.1,265.47,3.93,12.36,Pseudomonas putida
27.47,6.52,12.75,6.58,225.2,4.39,16.37,Ideonella sakaiensis
24.35,6.59,12.76,3.31,566.81,0.25,28.82,Acinetobacter baumannii
20.27,6.71,12.24,5.01,366.5,4.31,19.58,Ideonella sakaiensis
26.11,7.76,6.75,6.71,339.26,1.69,22.02,Pseudomonas aeruginosa
25.25,8.71,9.33,14.76,796.15,0.2,27.18,Pseudomonas aeruginosa
24.06,6.99,8.76,1.44,208.23,3.72,14.29,Pseudomonas putida
22.75,6.68,8.08,3.63,320.87,3.94,12.33,Pseudomonas putida
21.2,6.85,10.28,5.14,334.99,2.07,9.53,Bacillus cereus
20.08,6.66,11.27,3.45,162.15,3.81,12.12,Pseudomonas putida
28.16,6.82,11.66,6.72,474.32,4.95,8.25,Ideonella sakaiensis
27.05,7.93,11.99,3.54,679.08,0.22,9.23,Alcaligenes eutrophus
25.53,8.91,5.58,6.29,506.25,0.42,14.3,Pseudomonas aeruginosa
22.29,6.83,10.87,3.17,431.56,2.46,22.64,Bacillus cereus
26.06,8.61,7.23,6.96,679.72,1.09,22.1,Pseudomonas aeruginosa
26.17,8.96,6.97,8.9,759.94,1.12,14.94,Pseudomonas aeruginosa
26.79,6.67,11.21,3.2,214.03,4.94,2.57,Ideonella sakaiensis
21.47,7.05,10.81,3.88,450.54,1.27,26.85,Acinetobacter baumannii
25.64,8.45,5.52,4.31,483.75,1.92,18.01,Pseudomonas aeruginosa
23.49,6.93,11.52,2.7,411.56,2.12,15.38,Acinetobacter baumannii
27.48,7.02,9.6,7.44,463.81,1.35,38.49,Acinetobacter baumannii
25.07,8.02,5.97,13.4,431.95,0.91,20.0,Pseudomonas aeruginosa
25.16,6.57,9.46,2.42,908.12,1.75,18.26,Acinetobacter baumannii
23.31,7.0,7.9,4.38,355.95,3.67,13.09,Pseudomonas putida
22.94,7.2,8.47,8.09,317.58,4.83,3.07,Ideonella sakaiensis
21.24,7.31,7.23,4.83,181.6,3.52,14.11,Pseudomonas putida
22.41,7.07,9.9,6.77,184.27,0.98,5.75,Alcaligenes eutrophus
25.07,6.72,8.74,6.98,657.03,1.19,33.68,Acinetobacter baumannii
22.55,6.79,11.95,4.44,212.11,4.31,6.29,Ideonella sakaiensis
25.33,6.85,12.39,6.47,676.92,1.92,20.04,Acinetobacter baumannii
22.03,7.12,5.68,5.26,100.68,0.22,4.88,Alcaligenes eutrophus
22.65,6.84,12.65,4.4,517.97,4.86,5.57,Ideonella sakaiensis
29.35,8.84,9.38,6.54,493.17,1.9,24.06,Pseudomonas aeruginosa
24.76,7.64,6.47,4.53,442.54,2.89,20.73,Bacillus cereus
22.65,6.22,7.88,1.17,149.44,3.6,13.62,Pseudomonas putida
26.9,8.51,5.34,13.43,565.76,0.99,16.3,Pseudomonas aeruginosa
21.04,6.33,11.3,3.05,165.19,3.57,12.61,Pseudomonas putida
26.74,7.44,9.27,9.9,420.09,4.67,19.73,Ideonella sakaiensis
27.3,7.88,7.84,14.06,748.61,0.28,25.79,Pseudomonas aeruginosa
23.32,7.08,10.43,7.26,710.03,1.23,15.45,Acinetobacter baumannii
24.11,7.15,9.82,2.58,604.48,0.67,39.88,Acinetobacter baumannii
27.49,8.06,11.81,9.28,165.06,0.91,3.26,Alcaligenes eutrophus
22.91,7.24,8.83,6.62,574.64,0.43,17.87,Acinetobacter baumannii
26.93,7.34,9.25,7.36,470.95,1.99,28.74,Pseudomonas aeruginosa
20.86,6.99,9.28,10.0,475.63,2.23,16.76,Bacillus cereus
23.12,7.08,9.99,1.44,364.23,3.85,12.24,Pseudomonas putida
20.78,7.28,6.26,7.76,172.85,2.4,18.03,Bacillus cereus
26.71,6.92,12.39,6.3,467.6,4.42,15.04,Ideonella sakaiensis
24.51,6.59,13.45,4.33,904.58,0.8,29.26,Acinetobacter baumannii
29.74,7.98,6.15,10.42,471.1,1.39,18.31,Pseudomonas aeruginosa
21.94,6.51,6.25,8.82,315.12,2.73,7.55,Bacillus cereus
29.57,7.04,5.67,12.3,454.03,0.1,26.02,Pseudomonas aeruginosa
29.44,7.47,10.96,7.38,445.12,4.11,13.48,Ideonella sakaiensis
23.19,6.73,8.43,6.77,391.01,2.64,19.63,Bacillus cereus
26.74,8.29,5.68,12.12,612.27,1.7,24.69,Pseudomonas aeruginosa
21.73,7.24,7.19,3.01,130.1,3.51,13.69,Pseudomonas putida
21.95,7.06,9.77,2.25,322.81,4.93,14.82,Ideonella sakaiensis
29.62,7.52,8.23,5.05,347.58,0.64,13.66,Pseudomonas aeruginosa
20.43,6.43,9.08,2.09,324.46,3.77,13.64,Pseudomonas putida
27.8,6.68,13.41,5.09,363.38,4.8,3.63,Ideonella sakaiensis
27.21,6.73,13.86,9.67,509.9,4.31,12.68,Ideonella sakaiensis
23.12,7.75,7.95,8.16,383.04,2.75,19.52,Bacillus cereus
22.35,7.07,8.63,2.45,149.93,3.7,14.78,Pseudomonas putida
24.87,6.6,8.74,6.89,451.91,2.96,14.82,Bacillus cereus
28.96,8.14,9.7,11.74,486.75,1.01,27.81,Pseudomonas aeruginosa
28.2,7.39,7.75,14.66,434.85,0.87,23.48,Pseudomonas aeruginosa
22.32,7.36,11.1,2.06,123.01,3.61,12.79,Pseudomonas putida
26.76,8.09,7.6,7.2,722.54,1.74,21.62,Pseudomonas aeruginosa
28.99,7.99,7.06,7.79,654.41,0.62,8.3,Alcaligenes eutrophus
27.63,6.62,13.16,6.67,710.94,0.86,22.65,Acinetobacter baumannii
20.64,6.87,11.77,5.62,396.34,4.01,16.17,Ideonella sakaiensis
23.9,7.85,8.98,9.43,265.44,2.2,19.54,Bacillus cereus
20.52,6.1,9.2,1.2,293.18,3.68,12.63,Pseudomonas putida
29.82,8.08,6.88,12.88,577.36,1.39,18.18,Pseudomonas aeruginosa
25.18,8.87,6.8,5.58,154.67,0.68,0.57,Alcaligenes eutrophus
21.08,6.51,6.76,7.02,404.58,2.86,10.78,Bacillus cereus
24.79,6.63,11.81,1.32,109.24,3.64,13.32,Pseudomonas putida
22.57,6.98,6.9,4.27,165.57,2.27,8.48,Bacillus cereus
23.34,8.01,10.09,9.6,313.69,0.12,9.83,Alcaligenes eutrophus
27.12,8.95,10.4,14.17,518.74,0.85,11.73,Alcaligenes eutrophus
21.87,6.84,11.95,2.17,648.12,1.0,15.13,Acinetobacter baumannii
22.37,6.08,7.42,1.52,121.68,3.52,13.63,Pseudomonas putida
23.66,6.75,10.23,8.62,339.32,4.4,17.51,Ideonella sakaiensis
27.22,8.93,6.97,14.04,645.48,1.71,19.65,Pseudomonas aeruginosa
20.51,7.17,12.83,4.67,622.51,0.21,16.1,Acinetobacter baumannii
20.98,7.3,8.94,2.96,718.36,0.24,37.41,Acinetobacter baumannii
22.55,7.9,7.45,3.47,474.04,2.14,5.44,Bacillus cereus
